time,data,model,residual
0.0,0.1193673274816712,0.1193673274816714,-2.0816681711721685e-16
0.0007031247951090336,0.116827605025109,0.11682760502510896,4.163336342344337e-17
0.0012903702445328236,0.1148022975452817,0.11480229754528165,5.551115123125783e-17
0.001875787042081356,0.1157789379249221,0.11577893792492211,-1.3877787807814457e-17
0.00246180547401309,0.115235779298296,0.11523577929829598,1.3877787807814457e-17
0.0030477894470095634,0.1153499237644193,0.11534992376441938,-8.326672684688674e-17
0.0036336807534098625,0.1153304070534796,0.11533040705347959,1.3877787807814457e-17
0.004219548776745796,0.1175024436035732,0.11750244360357329,-8.326672684688674e-17
0.00480541680008173,0.1167789105305477,0.1167789105305477,0.0
0.005391435232013464,0.1219188944570005,0.12191889445700055,-4.163336342344337e-17
0.005977407563477755,0.1349354034016818,0.1349354034016818,0.0
